target,ids,date,flag,user,text
0,2193617254,Tue Jun 16 08:42:03 PDT 2009,NO_QUERY,arunpattnaik,@LukasRos got a new mobile phone. I'm sooooooo zealous! I hate CDMA but stuck to it  #fail #reliance
0,2263511137,Sun Jun 21 01:00:49 PDT 2009,NO_QUERY,Abcmsaj,The Apple &quot;user guide&quot; for iPhone has no info on how to change the size of my video 
4,2176711199,Mon Jun 15 04:34:17 PDT 2009,NO_QUERY,Pedro1407,I did it... just bought JoBro's new album 
0,2177778782,Mon Jun 15 06:41:16 PDT 2009,NO_QUERY,df82,@biblioadonis I am so behind in the blog-o-sphere it's not funny! 
0,2202921687,Tue Jun 16 22:40:12 PDT 2009,NO_QUERY,jeeeslouise,"Tonight, I miss you LA.. "
4,2176825621,Mon Jun 15 04:50:38 PDT 2009,NO_QUERY,Queersighted,@frostyinleeds Fun it definitely was  Hope you had a great weekend
0,1559963259,Sun Apr 19 12:29:51 PDT 2009,NO_QUERY,JBrockergallove,foot fell asleep neiiiii stop it tickles it tickels 
4,1961153714,Fri May 29 09:03:59 PDT 2009,NO_QUERY,shathree29,"when i hear lenka, i can imagine colorful things around me "
4,2052667717,Sat Jun 06 01:33:34 PDT 2009,NO_QUERY,mellaniasog,i fucking lovelovelove my best friend  you make this shit bearable so thanks. &lt;3
4,2070638801,Sun Jun 07 18:02:59 PDT 2009,NO_QUERY,OinkRachel,Just took a chance that can change my life . Lol 
4,2056991376,Sat Jun 06 12:10:11 PDT 2009,NO_QUERY,NuellePena,http://twitpic.com/6rikq - W/ liquid sugar @jonathanrknight tis better! Hope SOMEBODY gets it 4 u 
0,1687827817,Sun May 03 09:41:17 PDT 2009,NO_QUERY,bmcguinn,@DrayaMonster awwww  hope you feel better soon
0,2050200894,Fri Jun 05 18:14:51 PDT 2009,NO_QUERY,chee_na,I just need someone to talk to. 
4,1970314747,Sat May 30 03:21:08 PDT 2009,NO_QUERY,haffa001,I'VE PASSED DRIVING THEORY!!!!! 
4,1997600800,Mon Jun 01 17:07:57 PDT 2009,NO_QUERY,Zyconis,"Okay, for all of you wanting to watch the Ubisoft Press Conference, here's a link http://tinyurl.com/l3mdop Great quality "
0,1686107214,Sun May 03 03:47:46 PDT 2009,NO_QUERY,babakt,have pain in right shoulder and crank 
0,2184889540,Mon Jun 15 16:34:13 PDT 2009,NO_QUERY,kkelllllyy,laid out by the pool for a bit! now im tired 
0,2218684368,Wed Jun 17 22:56:58 PDT 2009,NO_QUERY,mmmicaela,@angie_carroll the same is happening to me  I hate being sick
0,2215092126,Wed Jun 17 17:39:51 PDT 2009,NO_QUERY,Emilyx0,Ugh I feel so sick and bleeeh...it's late....I should sleep but ugggh sickness 
4,1956809366,Thu May 28 22:44:45 PDT 2009,NO_QUERY,CuArEnToNa,@AnnaEatsRobots I missed u too! I'm home now  Love u!
0,1564852587,Mon Apr 20 05:08:42 PDT 2009,NO_QUERY,Beana,work.. 15 mins late  totally forgot i was supposed to way early
0,1955772592,Thu May 28 20:36:01 PDT 2009,NO_QUERY,wanderkeil,"@christopherlin Sort of, but it's real life! Except that no one came up to me and asked me to slay any demons. "
0,2255156766,Sat Jun 20 10:50:35 PDT 2009,NO_QUERY,jaredbtaylor,The Kickoff Concert on the Green has been cancelled  Keep an eye out for other smaller concerts later this summer.
0,2205577258,Wed Jun 17 05:02:01 PDT 2009,NO_QUERY,Mary1481,Im sick today....have a fever 
4,2070659652,Sun Jun 07 18:05:05 PDT 2009,NO_QUERY,thesavedm,I had a good time golfing with my buddys though. 
0,1759426204,Sun May 10 19:11:09 PDT 2009,NO_QUERY,daniellemiranda,Delayed by 30 min now 
4,1882430847,Fri May 22 06:51:35 PDT 2009,NO_QUERY,mistervi,@whyny I speak for myself of course 
4,1991067983,Mon Jun 01 06:20:19 PDT 2009,NO_QUERY,marcoyanzon,"@JasmineAtAnimax Hmm. Not sure if I'm comfortable being a man servant, but, Nice plug for the upcoming Combat Butler Hayate on Animax. "
4,1961298011,Fri May 29 09:17:11 PDT 2009,NO_QUERY,XxDREWBEExX,then sleep... and tomorrow alotta work is to be done 
4,1834089187,Mon May 18 01:35:13 PDT 2009,NO_QUERY,Daisylittlestar,@felicityfuller Morning  How's you?
4,1881003474,Fri May 22 03:15:48 PDT 2009,NO_QUERY,k_8_s,"I LOVE ep of one tree hill, naleys second wedding "
0,2044066210,Fri Jun 05 08:49:13 PDT 2009,NO_QUERY,pickleberries,@AWDawno It was a sad day when they closed. 
4,1548862855,Fri Apr 17 22:12:40 PDT 2009,NO_QUERY,4fthawaiian,"Happy Saturday, everyone. Code and The Prodigy ftw  -&gt; http://tinysong.com/3zQQ"
0,1975636601,Sat May 30 15:34:44 PDT 2009,NO_QUERY,SexyLiah,@Larrylax and you was supposed to hit me up when you got to my hood!!! 
0,2031274617,Thu Jun 04 09:35:05 PDT 2009,NO_QUERY,bimbler,@benjobubble im only having coffee  some need to take photos lol
4,2182706697,Mon Jun 15 13:31:41 PDT 2009,NO_QUERY,asulado,@aka_bifinha You can say that again 
0,2054242068,Sat Jun 06 06:54:39 PDT 2009,NO_QUERY,brunettepower,miss my boys 
0,1794946287,Thu May 14 06:52:05 PDT 2009,NO_QUERY,lesliegates,have a 10am surgery scheduled for my macbook pro.  
4,1469815067,Tue Apr 07 07:30:03 PDT 2009,NO_QUERY,xBianca2506x,"just came back home from the kindergarten  now chillin, then driving lesson at 6:00pm! woohoo !! =D"
4,1557272379,Sun Apr 19 03:03:56 PDT 2009,NO_QUERY,Phoenix_bg,@asot400 heyaaa alll 
0,1690834879,Sun May 03 16:29:15 PDT 2009,NO_QUERY,Artdream,I am so tired I don't think I will make it to Masterpiece Theater. Have to sub in the am.... 
0,2058238882,Sat Jun 06 14:32:35 PDT 2009,NO_QUERY,ShadowDreamer,@arinnaval Arinna!!! I think twitter hates me!!! LOL It didnt show my twitts!  LOL
4,1880307686,Fri May 22 00:47:05 PDT 2009,NO_QUERY,memyselfandluis,"@heycassadee hi  is this THE cassadee pope?  anyway, im such a BIG fan. i loved your show when you came here to the philippines! bye"
4,2184531821,Mon Jun 15 16:02:51 PDT 2009,NO_QUERY,xX_NAT_ROSSI_Xx,"@tattyfilarious yer u no it lol, 2006 baby  lmao, back in the day"
0,1833563878,Sun May 17 23:41:43 PDT 2009,NO_QUERY,fyrestorme,@smegatron don't have a fro.... tho my hair IS evil and thick and STILL don't have a tshirthell shirt  but i'll take the $47 4 my birthday
0,2258366945,Sat Jun 20 15:48:39 PDT 2009,NO_QUERY,metricjulie,"@GrossMisconduct no, i don't! usually there's always a feature table even if it's not the final table, so i don't think so "
0,2061751060,Sat Jun 06 21:32:04 PDT 2009,NO_QUERY,superlovers,@AshleyMontero I know we do.  we never do anymore it makes my heart break.
4,2188268389,Mon Jun 15 21:35:27 PDT 2009,NO_QUERY,gelskitchen,"@marnieb yes, yes i did  the hair started out with fruits in the sketch .. when I took it to Illustrator i changed it "
4,1980631890,Sun May 31 07:16:09 PDT 2009,NO_QUERY,kerrynatalie,is excited about this week eeeeeeeeeee 
4,1975801353,Sat May 30 15:56:00 PDT 2009,NO_QUERY,24k,@MariSmith That's a big audience you have at InvestFest. Have a great time. 
4,1760312352,Sun May 10 21:11:51 PDT 2009,NO_QUERY,Carrielovesyou,11:11 Make a wish!  
0,1990996885,Mon Jun 01 06:11:40 PDT 2009,NO_QUERY,dannyboo,morning tweets    sitting in the doctor's office...the germs got me!
4,1993120402,Mon Jun 01 09:51:53 PDT 2009,NO_QUERY,Daniel_Ellis,There is no technology that can beat me today.  In the end I will always win.  
4,1970426305,Sat May 30 03:49:24 PDT 2009,NO_QUERY,Heyitsalex1,Can't sleep any longer which is dumb. Dance recital today then prom! 
4,1932969242,Tue May 26 22:39:35 PDT 2009,NO_QUERY,mkaeag,@SamSkelton are you spying on Greg's computer? He's been playing the youtube vid of the famous CM song for days now 
0,2257287662,Sat Jun 20 14:05:49 PDT 2009,NO_QUERY,emilymayyyy,"Homeee, wish i wasnt. "
4,1557765828,Sun Apr 19 05:54:12 PDT 2009,NO_QUERY,mchenwears,"@giffen The events are May 9th and 10th. Details here: www.mchenwears.com ï¿½ï¿½if you come, definitely introduce yourself "
0,2050742909,Fri Jun 05 19:12:50 PDT 2009,NO_QUERY,meganinin,@DLIMedia That really and truly sucks. 
4,1970811803,Sat May 30 05:17:46 PDT 2009,NO_QUERY,xmoofinx1992,Still in the hair dressers 
4,2064711812,Sun Jun 07 06:59:19 PDT 2009,NO_QUERY,BellaSmiley,wow beatiful day  cant wait until tomorrw 
0,2049022419,Fri Jun 05 16:09:49 PDT 2009,NO_QUERY,Kellye9,Oh NO! Cruise ship is pulling out!!  you've all been spared...good luck to all the dance contestants... I was looking forward to it..
4,2009185351,Tue Jun 02 15:17:03 PDT 2009,NO_QUERY,tristanemma,@xFLORIDAx sucks for you. I don't have to deal with So Cal traffic for a whole summer!! 
4,2053982823,Sat Jun 06 06:15:03 PDT 2009,NO_QUERY,squishee26,is watching baby mama 
4,1694015081,Mon May 04 00:42:15 PDT 2009,NO_QUERY,haeima,the rain bring back some memories 
4,1999039786,Mon Jun 01 19:32:23 PDT 2009,NO_QUERY,akikokim,@wuwujohn @ndmLA Did you guys have fun on Sunday? Wuwu did you check out Andy's corn?  Still lusting for him?
0,1964451486,Fri May 29 14:15:24 PDT 2009,NO_QUERY,sidepodcastchat,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp
4,2014885955,Wed Jun 03 03:00:37 PDT 2009,NO_QUERY,jeyowenji,"okay so, Bobby Garcia, Jim Paredes, Alex de Rossi AAAAND Jed Madela all tweeted me today. what can i say? celebs love me. "
4,2070325017,Sun Jun 07 17:29:48 PDT 2009,NO_QUERY,jonaspoland,"@Juraa yeah, we were in union  in old times, 14th and 16th century "
0,2070563501,Sun Jun 07 17:55:10 PDT 2009,NO_QUERY,ms_tiaramaya,i need to go running 
0,1985037243,Sun May 31 16:18:10 PDT 2009,NO_QUERY,ccreynolds,Sneezy is my name today... horrible allergies 
4,2033595291,Thu Jun 04 12:55:47 PDT 2009,NO_QUERY,angry_mammoth,"@cijil @mindykaling...YOU MURDERER!!~ ....please don't kill me, i love you "
4,2060958841,Sat Jun 06 19:54:33 PDT 2009,NO_QUERY,tsfranklin,"@Idaho_Airships  @tinafunkhouser That's okay, at least I can say I've been stood up by one of the nice guys "
0,1686230314,Sun May 03 04:26:49 PDT 2009,NO_QUERY,bissaa,trying to work out how to work this god damn thing!! 
4,2053156414,Sat Jun 06 03:29:54 PDT 2009,NO_QUERY,sofisticat,@ggw_bach yeah i would have to agree with you  you dont enjoy the great times if you dont have any rough ones
4,2054689864,Sat Jun 06 07:53:25 PDT 2009,NO_QUERY,KaiyaFujii,"Well, that was akward. I can't believe that happened! Well, at least the same thing happened to Ayame-chan and Yukio-chan "
0,2252842982,Sat Jun 20 07:06:11 PDT 2009,NO_QUERY,bleeman,Continuing  with the Exchange Recovery today. Attempts to get the RAID functioning last night failed. Time to rebuild from scratch 
0,1693842191,Sun May 03 23:59:55 PDT 2009,NO_QUERY,kasey79,"Twitter, what a lonely place it is tonight "
0,1973443824,Sat May 30 11:09:32 PDT 2009,NO_QUERY,marrzbarz,@singanoel I'm working womanizer! I had to wake up early 
4,2009989186,Tue Jun 02 16:37:09 PDT 2009,NO_QUERY,KATHSMYTHOLOGY,I did it! Made my first wire sun catcher pendant!  
0,1880878682,Fri May 22 02:49:39 PDT 2009,NO_QUERY,nomuskles,@tuesday726 sadly no.  brian will bring you back his paella. Is paella a euphemism? Only time will tell.
0,2065691927,Sun Jun 07 09:06:15 PDT 2009,NO_QUERY,WickedFairy,pool time....i hope i dont get sunburned again 
4,2181774253,Mon Jun 15 12:16:42 PDT 2009,NO_QUERY,sneakerpeet,Just finished the recording of #138 .. hope everything turned out good 
0,2206986677,Wed Jun 17 07:19:52 PDT 2009,NO_QUERY,Lifeafterkids,Well it's a beautiful day here! I am getting ready for work wondering where all of this endless laundry is coming from  Busy Wednesday bye
4,1994720110,Mon Jun 01 12:21:09 PDT 2009,NO_QUERY,Mikey70,"@Roxi_Davis nice happy hour!  ... if i don't see you later tonight, get some sleep and good luck w/ the kiddies tomorrow! xoxo"
4,2061460217,Sat Jun 06 20:55:04 PDT 2009,NO_QUERY,judez_xo,@splattt_twloha http://twitpic.com/6t29q - Hahahaha I really can see the resemblence 
0,2300475651,Tue Jun 23 14:11:40 PDT 2009,NO_QUERY,dale23167,"runny nose today, feeling run-down! sadface "
0,2045026436,Fri Jun 05 10:07:52 PDT 2009,NO_QUERY,cynbaby,"Between photo editing, writing reviews, and updating Dreaming Of Faith, I've gotten nothing done today. "
0,2203483021,Tue Jun 16 23:50:25 PDT 2009,NO_QUERY,zmay_16,@mattydTI so jealous. i miss ron's dinners 
0,1836497986,Mon May 18 08:06:16 PDT 2009,NO_QUERY,Shadigo10Join,Went after the Real Radio Renegade in Wigan this morning... But i didn't find him... 
4,1989251154,Mon Jun 01 00:52:21 PDT 2009,NO_QUERY,fraseredwards,Thinking that spymaster is the type of thing that makes me avoid facebook more these days.  Need a filter on spymaster tweets 
4,1990755984,Mon Jun 01 05:40:09 PDT 2009,NO_QUERY,andhyniee,I need a peace 
0,1981593346,Sun May 31 09:29:02 PDT 2009,NO_QUERY,marinigh,not working today  ughhh
4,1978786835,Sun May 31 00:28:01 PDT 2009,NO_QUERY,miho21,@DwightHoward i always tell your brothers gf kimi to tell you that you're my fav player of all time  but goood gamme tonight!!
4,1993685681,Mon Jun 01 10:46:19 PDT 2009,NO_QUERY,TexasPixie,@atxbrowncoats Can't wait!!!  We're super excited. 
4,1932860175,Tue May 26 22:23:26 PDT 2009,NO_QUERY,NelBellz,@papalote415 oh yeah and limï¿½n! Lots of limï¿½n 
4,2002264138,Tue Jun 02 03:41:13 PDT 2009,NO_QUERY,wsblissjr,@stylistbrighton I see... glad to hear you're better!  btw... I follow ur instructions and follow u everywhere... how about a follow back 
4,2050678337,Fri Jun 05 19:06:02 PDT 2009,NO_QUERY,TheQueenRB,twitter just put me on to some new Jay-z------niiiiceeee. 
0,1793154966,Thu May 14 01:35:09 PDT 2009,NO_QUERY,imaabdul,@jhosie I'm at the office. Had to attend presentation for new researcher 
4,1880468958,Fri May 22 01:21:09 PDT 2009,NO_QUERY,Djalfy,"@bsneed23  i say high to all of them eventually, i do promotions.. music.. art etc.. and yea  plus make new friends.. "
4,1880774205,Fri May 22 02:27:25 PDT 2009,NO_QUERY,Gabsharpe,@campilley fuck outh it's too early...he need to shut the hell up  ha.. GO EELS...!!
0,2241226395,Fri Jun 19 10:41:37 PDT 2009,NO_QUERY,chiliad,We had to leave the cat at the vet for surgery.  He has a hole in his rear end that need to be repaired.  
0,2245927522,Fri Jun 19 16:50:37 PDT 2009,NO_QUERY,nitnatoz,@RubyRose1 Melbourne deserves more of your attention    How about some Katy Perry tix for Melbourne? plzzzzzzzzzzzzzzzzzz  xx
4,2015312918,Wed Jun 03 04:19:23 PDT 2009,NO_QUERY,volinmazzuca,I'm going out to swim with my friends now 
4,1752965073,Sat May 09 23:37:03 PDT 2009,NO_QUERY,PaulFrankWang,Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.
0,2204116114,Wed Jun 17 01:21:56 PDT 2009,NO_QUERY,Caboose221,Sorry for that latest episode I was working on something at it quit for no reason  I am hungry.
4,1979080409,Sun May 31 01:33:31 PDT 2009,NO_QUERY,mimiton,"@clockmice ? ?? ???, ??? ?? ????? ?????????! ? ?????? - ? ???? ????????!  "
0,1556183541,Sat Apr 18 21:55:30 PDT 2009,NO_QUERY,SalwaFarawla,Got fried today at the swapmeet 
0,1678328306,Sat May 02 06:20:40 PDT 2009,NO_QUERY,MikeHartAttack,wow i woke up mad early!! now idk what to do  well i cant wait to go to bamboozle!!!
0,2288032544,Mon Jun 22 18:37:42 PDT 2009,NO_QUERY,edoggyfresh,@PINKcollection 
0,2236460191,Fri Jun 19 03:45:49 PDT 2009,NO_QUERY,adamwagner,up way too late -- the sun's been out for almost two hours -- but such is the life of a 4am nxne bartender. lemme say: it's not great 
0,1983237954,Sun May 31 12:46:19 PDT 2009,NO_QUERY,mystiquejewels,anything would be better than the compaq i have that sounds like an airplane right now. circa 1998 version.  i can feel it near the end
0,2226684314,Thu Jun 18 12:15:20 PDT 2009,NO_QUERY,DEVONITALEE,Damn! Last day! The sadness is kicking in.. 
4,1963886143,Fri May 29 13:23:59 PDT 2009,NO_QUERY,attics,@attics or the audition 
0,1982191890,Sun May 31 10:42:45 PDT 2009,NO_QUERY,smellslikejess,New Moon will probably disapoint me more than Twilight did 
0,2261010245,Sat Jun 20 20:07:19 PDT 2009,NO_QUERY,GeePait,"WISH I HAD A BOO, WE WOULD GO TO THE BAR AND TELL EACH OTHER HOW WE LOVE BEING TOGETHER "
4,1978066871,Sat May 30 22:21:25 PDT 2009,NO_QUERY,bkbuttafly,@Chozn1 that's good to hear! Can't wait to hear some masterpieces from the both of u 
0,1677320763,Sat May 02 01:29:01 PDT 2009,NO_QUERY,mrHellas,bummed everyone is studying and doesn't want to party on Friday night. what's that about?! oh..and now it's totally 'poo' weather too... 
0,2252330361,Sat Jun 20 06:01:28 PDT 2009,NO_QUERY,reubenyeah,"@tarlie_ aww, i want a pet cat "
4,2191004664,Tue Jun 16 04:17:24 PDT 2009,NO_QUERY,silkehartung,@nzmovieguy I foresee lots of 12-year-olds un-following you for this... 
0,1984811844,Sun May 31 15:51:26 PDT 2009,NO_QUERY,iLOVEvitaminH2O,"SAT scores in the mail tomorrow, i don't want to show my parents "
0,2326994453,Thu Jun 25 07:46:52 PDT 2009,NO_QUERY,JerseyGirl981,Please tell me why my daughter wants to go play outside this early in the morning?--------------&gt; please help me peel myself off the bed 
4,1997619601,Mon Jun 01 17:09:58 PDT 2009,NO_QUERY,m0x,@MelMescalita I should have it back to you by later tonight or early tomorrow.  Thanks for sending it this way; works better than the file
0,1686310533,Sun May 03 04:50:47 PDT 2009,NO_QUERY,Bri_Jam,"just put the bins out, its a bit chilly, slightly overcast, spring sunday - "
4,2056389142,Sat Jun 06 11:03:21 PDT 2009,NO_QUERY,annaaralar,@runaholickassy you're right.  i'll schedule my next drinking session 2 months from today.  
4,1979839829,Sun May 31 04:43:00 PDT 2009,NO_QUERY,NatChub,@corxy it's wonderful! 
4,1835608739,Mon May 18 06:22:22 PDT 2009,NO_QUERY,Smileysmuggler,is fruityloopin! Sum1 needs 2 scoop me up cos i got skills! I dont usually blow my own trumpet but i'm the only one that can play it 
0,1998665278,Mon Jun 01 18:55:37 PDT 2009,NO_QUERY,jackbarakat,@paulBLG noBody wants to be LoneLy nobOdy wants to Cry my bodys longing 2 hold u so bad it hurts inside 
4,1984377662,Sun May 31 14:59:30 PDT 2009,NO_QUERY,MissWeHo83,@langfordperry Never underestimate the power of red clay... 
0,2295554579,Tue Jun 23 08:04:35 PDT 2009,NO_QUERY,Elli_deluxe,2nite Kieler Woche all n8 long - 2morrow back home via airplane  wanna stay in the sun
0,2237920266,Fri Jun 19 06:33:37 PDT 2009,NO_QUERY,angela_error,The trailer is rockin in the wind already hope it doesnt tip over today 
0,1967053199,Fri May 29 18:53:18 PDT 2009,NO_QUERY,jhauser,"@photoshoptips lol, well even funnier is I was 1 of those trying to get it!  I almost downloaded it from itunes for $1.99   Yes I'm blonde"
0,2053869631,Sat Jun 06 05:56:48 PDT 2009,NO_QUERY,JamesRandom,@khatja nuuu misha collins needs to win 
4,1691938869,Sun May 03 18:56:08 PDT 2009,NO_QUERY,KatieAsh,finally learned how to swim.yay! 
4,2052649492,Sat Jun 06 01:29:25 PDT 2009,NO_QUERY,rafamejia,@RoxyPR hope you feel better when you wake up 
0,2297863678,Tue Jun 23 10:58:05 PDT 2009,NO_QUERY,niccibandana,off to go walk in 102Âº (w. a heat index) weather.....hopefully i won`T burn today.. 
0,2193983508,Tue Jun 16 09:11:18 PDT 2009,NO_QUERY,purplebeats,@airr @dineshbabu @aarthycrazy Thank You! But not helping  I'm just so so sooo confused.
4,1694107818,Mon May 04 01:07:09 PDT 2009,NO_QUERY,Juussttiinn,@kkkrista  anytime..  Why ya gonna be up so late?
0,1468168034,Tue Apr 07 00:05:12 PDT 2009,NO_QUERY,RopeMarksMuse,I am soooo tired @ work 
4,2003263553,Tue Jun 02 06:12:19 PDT 2009,NO_QUERY,Mis_B,@JaylaStarr  Smile at me anytime XOXO (lots of XOXO) B
0,2197853550,Tue Jun 16 15:16:35 PDT 2009,NO_QUERY,omgitsdustin,OMG NO NO NO NO!   why did this have to happen today  omg ughhhhh
4,2189197475,Mon Jun 15 23:28:06 PDT 2009,NO_QUERY,Kalysta15,@kayleemarie_x that's for sure! 
0,2059271166,Sat Jun 06 16:35:38 PDT 2009,NO_QUERY,Jostralia,i wanted to go to Musso concert 
4,1880663793,Fri May 22 02:03:00 PDT 2009,NO_QUERY,lunacyxx,"@reena214 Thanks! GL to you too  You have insomnia? Woah, haha "
4,1833910975,Mon May 18 00:54:37 PDT 2009,NO_QUERY,Leontine1976,"@alyssa_day * that was supposed to say: ecstasy LOL My only excuse...coffee, need me some to wake up "
4,2016214172,Wed Jun 03 06:22:53 PDT 2009,NO_QUERY,Baconfeed,Let me tell ya the #bacon @RSHotel is delish. Makes me happy to be a bad Jew.  http://tinyurl.com/px9gfb
0,2251404133,Sat Jun 20 03:23:46 PDT 2009,NO_QUERY,Astridawzki,says GIANTY OOLLL DDDDOOONNNGGGG!!!  http://plurk.com/p/12egqt
0,1975001639,Sat May 30 14:14:30 PDT 2009,NO_QUERY,mathiepe,"Ah, Twitter won't take my picture. Always having trouble uploading a picture or background on here. "
0,1685670191,Sun May 03 01:29:01 PDT 2009,NO_QUERY,underdog87,@jonaslovato gah i know.thats two days in a row 
0,2052186130,Fri Jun 05 23:55:29 PDT 2009,NO_QUERY,SarahMessee,I wanna sleep in tomorrow but I can't 
0,2047625946,Fri Jun 05 13:56:06 PDT 2009,NO_QUERY,HARLAY_P,time for work 
0,2205208247,Wed Jun 17 04:13:07 PDT 2009,NO_QUERY,Janneke8,I hate this day  Can't stop crying......
0,2014957220,Wed Jun 03 03:14:44 PDT 2009,NO_QUERY,stephbetsarkis,"till my triumphant return to QLD. also, have no idea how to do that thing you do soph.... the quotey reply type thing "
4,2070365055,Sun Jun 07 17:33:57 PDT 2009,NO_QUERY,hellowonderland,going to sleepp  2 exams in the morning. goodnight xo
4,1881995465,Fri May 22 06:01:04 PDT 2009,NO_QUERY,mattchedit,@RealBillBailey Any plans to visit (or bring tour to) Jersey? 
0,1970957605,Sat May 30 05:47:07 PDT 2009,NO_QUERY,Dippylulu,@stoopidgerl I hope she will be OK 
4,1879963531,Thu May 21 23:40:15 PDT 2009,NO_QUERY,mm724,Made it to where I was going and back...now its time for sleepy...nite nite... 
4,1685483034,Sun May 03 00:35:21 PDT 2009,NO_QUERY,skaberhey,"@ccolwin Oops. Here, thankks.  haha"
4,2002974940,Tue Jun 02 05:36:21 PDT 2009,NO_QUERY,buffyc,@paulkerton  Too cool may never have to leave the house again! 
4,2061601908,Sat Jun 06 21:12:43 PDT 2009,NO_QUERY,ABOResearch,@theDeanoRama Thank you darlin'!  you're one of a kind!  a special one of a kind that will never be taken 4 granted by me 
4,1882620219,Fri May 22 07:11:45 PDT 2009,NO_QUERY,AgneseP,@ilzetjarve cau cau  what's new?
4,2071053511,Sun Jun 07 18:45:16 PDT 2009,NO_QUERY,mikeavila,@Janefonda good luck! W/the award..not the vodka 
0,2176424002,Mon Jun 15 03:50:13 PDT 2009,NO_QUERY,SammyTheDuck,"@ramis92  your dad should do the washing, 6:30 is better than 5:30, I'm popping into school at 1pm today as well."
0,2003511824,Tue Jun 02 06:40:05 PDT 2009,NO_QUERY,KatieeHowell,"@abbieeeee sameee, it even hurts to wear a t-shirt or vest :|im in so much pain right now "
0,1834752681,Mon May 18 04:05:10 PDT 2009,NO_QUERY,nafeeskamsani,@KhairulHaq i wish for that too 
0,2055634950,Sat Jun 06 09:40:37 PDT 2009,NO_QUERY,twinmom3,"#flylady made a PODA for today, started dw, had a snack, time for 15 mintues in lr, then 15 minutes in boys closet "
0,1983478741,Sun May 31 13:14:03 PDT 2009,NO_QUERY,isabolZ,i lost my phone  if only if only jesse could figure out how to use twitter on his phone
4,1686168071,Sun May 03 04:07:12 PDT 2009,NO_QUERY,tplaz,@CSI_PrintChick LOL!!!!!!  You're killing me 
0,1971802717,Sat May 30 07:55:57 PDT 2009,NO_QUERY,ZenMommy,think wallet taken from my purse at coffee shop.  got up to help some1 w/ kids who spilled coffee. then back...purse ~ no wallet. 
4,2179776047,Mon Jun 15 09:34:03 PDT 2009,NO_QUERY,SazFOB,@markygk so true! im already your fiends on FB 
0,2047654205,Fri Jun 05 13:58:43 PDT 2009,NO_QUERY,PocahontasFA98,@chicagocali15 next week. Like the 13th. I am gonna miss her. 
4,2186696924,Mon Jun 15 19:12:24 PDT 2009,NO_QUERY,quickenloans,"@sixthandelm Oh, no, please don't feel silly. The more you know, right? Hehe and we forgive you. "
0,2244309135,Fri Jun 19 14:34:39 PDT 2009,NO_QUERY,LittleMissDx,@blayze316 Sorry to hear your jaw is giving you pain!!! 
4,1558677737,Sun Apr 19 09:05:13 PDT 2009,NO_QUERY,yoimz,"@pikacha hahaha, dinoooos \/ What's up, pikacha! "
4,1957170512,Thu May 28 23:43:01 PDT 2009,NO_QUERY,iangnm,we're getting a new TV tomorrow!! so excited to finally get out of the freakin house!!!!!!! 
0,1793220079,Thu May 14 01:50:34 PDT 2009,NO_QUERY,Hattylovinmcfly,@gfalcone601 yes i'm okay thankyou yourself? i bet the party was good? @tommcfly has given me the cold 
0,2053783433,Sat Jun 06 05:41:16 PDT 2009,NO_QUERY,hepi,Is frustrated n want to go to my mums house. Instead having to watch cricket an wait for other half. 
0,1999233753,Mon Jun 01 19:52:10 PDT 2009,NO_QUERY,bellzcullen,Aww i lost a follower 
0,2065586848,Sun Jun 07 08:54:02 PDT 2009,NO_QUERY,SamMBerry,Hungover  gearing up for doodle's first bday party!
0,2222133836,Thu Jun 18 06:32:45 PDT 2009,NO_QUERY,sallythomsett,@pompeygal @willtompsett A dastardly paving stone just behind Oxford St. walking in W1 should carry a health warning. 
0,2201337108,Tue Jun 16 20:08:04 PDT 2009,NO_QUERY,CourtneyVR,"Failed my WOF. Will cost me $220. Exams looming. No study so far. Work tonight. No money, candy or time to spare. Bad day, "
4,2047987637,Fri Jun 05 14:29:17 PDT 2009,NO_QUERY,ChristineLane,Woke. Up from my post disney night. Relaxing. Still stoked I saw my girls .  
0,1991714465,Mon Jun 01 07:32:06 PDT 2009,NO_QUERY,Caiteee,aww havent been on since yday mornin 
4,1962937911,Fri May 29 11:57:17 PDT 2009,NO_QUERY,kmbalaska,is with elouise. had a nice day today with ryan and trav 
0,1966598293,Fri May 29 18:03:32 PDT 2009,NO_QUERY,yoscott,is going to miss Eddie the Cat. 
4,1795177678,Thu May 14 07:18:09 PDT 2009,NO_QUERY,Bmuz,Everything is unblocked at school 
4,1982199983,Sun May 31 10:43:45 PDT 2009,NO_QUERY,BrianaJayy,"@Aasri_Kayy ummm... okay, well whatever IT is, it can't sing all that well? Katy Perry sings it better, mayne. "
0,2046192487,Fri Jun 05 11:49:36 PDT 2009,NO_QUERY,JimmyJames70,"Closest Krispy Kreme is down the highway  Wound up at All Star Donuts on Clement. Have to say, Happy Donuts on Van Ness is the best."
4,1881252278,Fri May 22 04:05:59 PDT 2009,NO_QUERY,DanielleMcvey,sunshine in 22 days &lt;3 can't wait  !!
4,1998492286,Mon Jun 01 18:38:21 PDT 2009,NO_QUERY,J_Nolan,"Not to be biased, but if you don't have this...you've done your part to fail at life.  http://www.zshare.net/download/59047984d064e531/"
